"";"A.Sapkowski_Miecz_przeznaczenia_fragment";"A.Sapkowski_Ostatnie_¿yczenie_fragment";"A.Sapkowski_Pani_Jeziora_fragment";"A.Sapkowski_Wie¿a_Jaskó³ki_fragment";"Bhagawatam_Œrimad_Damodara_lila_fragment";"C.Sagan_Kontakt_fragment";"C.Sagan_Kontakt_fragment2";"C.Sagan_Miliardy_Miliardy";"C.Sagan_Swiat_nawiedzany_przez_demony_fragment";"J.R.R.Tolkien_Dwie-Wie¿e_fragment";"J.R.R.Tolkien_Hobbit_fragment";"J.R.R.Tolkien_Powrót-Króla_fragment";"J.R.R.Tolkien_Wyprawa_frament";"Komentarz_do_Ewangelii_wg_Œw._Mateusza_fragment";"£.Siatkowski_Opowieœci_biblijne_fragment";"P.Skarga_¯ywoty_Pañskich_Œwiêtych";"S.Lem_Czlowiek_z_Marsa_fragment";"S.Lem_Odruch_warunkowy";"S.Lem_Pokoj_na_Ziemi_fragment";"S.Lem_Powrot_z_Gwiazd_frament"
"odpowiedzia³";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0;0,0212263776031141;0;0;0;0;0
"odrzuci³a";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"odwróci³";0;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"ofiarê";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0318395664046712;0,0390815069986748;0;0;0;0
"ogarnê³a";0;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"ognia";0;0;0;0;0,0739720430855731;0;0;0;0;0;0,0311018817518887;0;0,118998504094183;0;0;0;0;0;0;0
"ogóle";0;0;0;0;0;0;0;0,0337896986934099;0;0;0,0311018817518887;0;0;0;0;0;0;0;0;0,042765087408847
"ojca";0;0;0;0;0;0;0,0684241398541552;0;0;0;0;0;0;0,0434438983200985;0,0174885980457905;0;0;0;0;0
"ona";0;0;0,0346556432072741;0;0,0209182711251114;0;0;0;0;0;0;0;0;0;0,00741830062264333;0,0546336022326438;0;0;0;0
"oni";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0,0390815069986748;0;0;0;0
"opar³a";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0;0;0;0;0;0
"opowiada³";0,170355286917301;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"opuœci³a";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"osoby";0;0;0;0;0;0,127766465187975;0;0;0,114549244651288;0;0;0;0;0;0;0;0;0;0;0
"osób";0;0;0;0;0;0,255532930375951;0;0,0410114579615724;0;0;0;0;0;0;0;0;0;0;0;0
"ostatecznie";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"ostatnim";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"ostro¿nie";0;0,186611290511332;0,0408502327487493;0,0300765449908374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"owiec";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0,105458034758329;0;0;0;0;0;0
"pana";0;0;0;0;0,0598545602682408;0;0;0;0;0;0;0;0;0;0,0849055104124565;0;0;0;0;0
"panie";0;0;0;0,0300765449908374;0;0;0;0;0;0;0;0,109478623766648;0;0;0,0174885980457905;0;0;0;0;0
"panu";0;0;0;0,0300765449908374;0,024657347695191;0;0;0;0;0;0;0;0;0;0,0174885980457905;0;0;0;0;0
"parê";0;0;0;0;0;0;0;0;0;0;0;0,132877123795494;0;0;0;0;0;0;0,0544578376211043;0
"pe³ne";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"pe³ni";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"pewne";0,0851776434586503;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0;0;0;0;0;0
"pewnego";0;0;0;0;0,0418365422502227;0;0;0;0;0;0;0;0;0;0,00741830062264333;0,0273168011163219;0,0455280018605365;0;0;0
"pewnie";0;0;0;0;0;0;0,0830482023721841;0;0;0;0;0,132877123795494;0;0;0;0;0;0;0;0
"piersi";0;0,0754983657928946;0;0;0,119709120536482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pierwszy";0;0;0;0,0365047043394216;0;0;0;0,0410114579615724;0;0;0;0;0;0;0;0;0;0;0;0
"pierwszym";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0321995952254848;0,0536659920424746;0;0;0,042765087408847
"piêkna";0;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"pi³";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0706793211678162;0;0
"pochodni";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0,132877123795494;0;0;0;0;0;0;0;0
"poci¹gn¹³";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0,132877123795494;0;0;0;0;0;0;0;0
"pokoju";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0390815069986748;0;0,141358642335632;0;0
"pole";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0,0651358449977914;0;0;0
"pomiêdzy";0;0,0454545454545455;0;0;0;0;0;0;0,0344827586206897;0,0645161290322581;0;0;0;0;0,00638977635782748;0,0235294117647059;0;0;0;0
"porz¹dku";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0390815069986748;0,0651358449977914;0;0;0
"pos³añca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0,0390815069986748;0;0;0;0
"pos³añców";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0,0390815069986748;0;0;0;0
"postanowili";0,0851776434586503;0;0;0;0;0;0;0;0;0,107158970802818;0;0;0;0;0;0;0;0;0;0
"poszed³";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0,0106131888015571;0;0;0;0;0
"poœród";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0;0;0;0;0;0
"potem";0;0;0;0;0;0;0;0;0;0;0;0,0928771237954945;0;0,0368560015061486;0,0148366012452867;0,0546336022326438;0;0;0;0
"powiedzia³";0;0;0;0,0300765449908374;0;0;0;0;0;0;0,0311018817518887;0;0;0;0,00874429902289523;0;0;0;0;0
"powiedzieæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,130271689995583;0;0;0,10381025296523
"powierzchniê";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"powodu";0;0;0;0,0255156933504106;0,0209182711251114;0;0;0,0286657789492267;0;0;0;0;0;0;0,02225490186793;0;0;0;0;0
"powoli";0;0,0622037635037774;0,0408502327487493;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0536659920424746;0;0;0
"powsta³a";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0,0212263776031141;0;0;0;0;0
"pozostanie";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0,0212263776031141;0;0;0;0;0
"pozwala";0;0;0;0;0;0;0;0;0,0572746223256442;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"pozwoli³";0;0;0;0;0,0598545602682408;0;0;0;0;0,107158970802818;0;0;0;0;0;0;0;0;0;0
"pó³nocy";0;0;0;0;0;0;0;0;0;0,107158970802818;0;0;0;0;0;0;0;0,0706793211678162;0;0
"prawa";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"prawdopodobnie";0;0;0;0;0;0;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0,0706793211678162;0;0
"prostu";0,0701786049786207;0;0;0;0;0;0;0,0337896986934099;0;0;0;0;0;0,086887796640197;0;0;0;0;0;0
"proszê";0;0;0;0,0300765449908374;0;0;0;0;0;0;0;0;0;0;0,00874429902289523;0;0,0536659920424746;0;0;0
"próbowa³a";0;0;0;0,0365047043394216;0,0598545602682408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"próbuj¹c";0;0;0;0;0,0299272801341204;0;0,0830482023721841;0;0;0;0;0;0;0;0;0;0;0;0;0
"przecie¿";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0368560015061486;0,00741830062264333;0;0;0,0494027254231354;0,0380643949981535;0
"przeciw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0530659440077853;0,0390815069986748;0;0;0;0
"przeciwko";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0,0424527552062283;0;0;0;0;0
"przyjemne";0;0;0;0,0365047043394216;0;0;0,0830482023721841;0;0;0;0;0;0;0;0;0;0;0;0;0
"przypadkach";0;0;0,0495810163416024;0;0;0;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"przysz³a";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0;0,0212263776031141;0;0;0;0;0
"psy";0;0;0;0,0365047043394216;0;0;0;0;0;0;0,113247548689342;0;0;0;0;0;0;0;0;0
"psychiatrzy";0;0;0;0;0;0,0638832325939877;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"raczej";0;0;0,0298507462686567;0,021978021978022;0;0,0384615384615385;0;0;0;0;0;0;0;0;0;0;0;0;0,0327868852459016;0,03125
"ramiona";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"razem";0,0701786049786207;0;0;0;0,024657347695191;0;0;0,0337896986934099;0;0;0;0;0;0;0;0;0;0;0;0
"razu";0;0;0;0;0;0;0;0;0;0,107158970802818;0;0;0;0;0;0;0;0;0;0,10381025296523
"rêce";0;0;0;0;0;0;0;0;0;0;0,0311018817518887;0;0;0;0,0437214951144761;0;0;0;0;0,042765087408847
"rêk¹";0;0;0;0,0300765449908374;0;0;0;0;0;0;0;0;0;0;0,0174885980457905;0;0;0;0;0,042765087408847
"rêkê";0;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"roboty";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0,0544578376211043;0
"rozpoznawa³";0;0;0,0495810163416024;0;0;0;0;0;0;0,107158970802818;0;0;0;0;0;0;0;0;0;0
"ród";0;0;0;0;0;0;0;0;0;0;0;0;0,144431656299451;0;0,0106131888015571;0;0;0;0;0
"równie";0;0;0;0;0;0,0638832325939877;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"ryba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0,051905126482615
"rzeczywistoœci";0;0;0,0495810163416024;0;0;0;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"rzek³";0;0;0;0,0601530899816749;0,024657347695191;0;0;0;0;0;0;0;0;0;0,0612100931602666;0;0;0;0;0
"rzekomego";0;0;0;0;0;0,0638832325939877;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"sam";0;0;0,025924859614421;0;0;0;0;0;0;0,0560311481989099;0,0197382453882523;0,138957247533296;0;0;0,011098821687963;0;0;0;0;0,027140087408847
"sama";0;0;0,0408502327487493;0,0300765449908374;0;0;0;0,0337896986934099;0;0;0;0;0;0;0;0;0;0;0;0
"sami";0,0701786049786207;0;0;0;0;0;0;0,0337896986934099;0;0;0;0;0;0;0;0;0,0536659920424746;0;0;0
"schody";0;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"seksualnego";0;0;0;0;0;0,0638832325939877;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"serca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0,0390815069986748;0;0;0;0
"siebie";0;0;0;0;0,0209182711251114;0,089304926726437;0;0,0286657789492267;0;0;0;0;0;0;0;0,0273168011163219;0;0;0;0
"siedzia³";0;0;0;0;0,024657347695191;0;0;0;0;0;0;0;0;0;0;0;0;0,0582333105141746;0,0448682884289542;0
"siedzieli";0;0;0;0;0;0;0;0;0;0;0,0754983657928946;0;0,144431656299451;0;0;0;0;0;0;0
"si³a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0,0544578376211043;0
"ska³";0,0851776434586503;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skierowa³";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"s³owa";0;0;0;0;0;0;0,0580482023721841;0;0;0;0,0263855465328109;0;0;0;0,02225490186793;0;0,0455280018605365;0;0;0
"s³owem";0,0701786049786207;0;0;0;0;0;0;0;0;0;0,0311018817518887;0;0;0;0;0;0,0536659920424746;0;0;0
"smoka";0;0;0;0,0730094086788431;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"sob¹";0;0;0;0;0;0;0;0;0;0;0;0,0928771237954945;0;0,0368560015061486;0,0148366012452867;0,0273168011163219;0;0;0;0
"spod";0;0,0754983657928946;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"sposobem";0;0;0;0,0365047043394216;0;0;0;0;0;0,107158970802818;0;0;0;0;0;0;0;0;0;0
"spoœród";0;0;0;0;0;0;0;0,0337896986934099;0;0;0;0;0,118998504094183;0;0,00874429902289523;0;0;0;0;0
"sta³o";0;0;0;0,0300765449908374;0;0;0;0;0;0;0;0;0;0;0,00874429902289523;0;0;0;0;0,042765087408847
"stanie";0,0701786049786207;0;0;0;0;0,0526339537339655;0;0;0;0;0;0;0;0;0;0;0,0536659920424746;0;0;0
"stanowi¹";0;0;0;0;0;0,0638832325939877;0;0;0,114549244651288;0;0;0;0;0;0;0;0;0;0;0
"stole";0;0;0;0;0;0;0;0;0;0;0,0754983657928946;0;0;0;0;0;0,0651358449977914;0;0;0
"stó³";0;0;0,0408502327487493;0;0;0;0;0;0;0;0,0622037635037774;0;0;0;0,00874429902289523;0;0;0;0;0
"stron";0;0;0;0;0;0;0;0,0820229159231447;0;0;0;0;0;0;0;0,0390815069986748;0;0;0;0
"strona";0;0;0;0;0;0;0;0,0337896986934099;0;0;0;0;0;0;0;0;0,0536659920424746;0,0582333105141746;0;0
"stronie";0;0;0;0;0;0;0;0,0337896986934099;0;0;0,0311018817518887;0;0;0;0;0;0;0;0;0,042765087408847
"strony";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"swe";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0;0,0781630139973497;0;0;0;0
"swego";0;0;0;0;0,0627548133753341;0;0;0;0;0;0;0;0;0,0368560015061486;0,0519281043585033;0,0546336022326438;0;0;0;0
"swej";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"swoich";0;0;0;0;0;0;0,0684241398541552;0;0,0471890619683829;0;0;0;0;0;0;0;0;0,0582333105141746;0;0
"swoim";0;0;0;0;0,0299272801341204;0;0,0830482023721841;0;0;0;0;0;0;0;0;0;0;0;0;0
"swoj¹";0;0;0;0;0,024657347695191;0,0526339537339655;0,0684241398541552;0;0;0;0;0;0;0;0;0;0;0;0;0
"swój";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0212263776031141;0,0390815069986748;0;0;0;0
"swych";0;0;0;0;0,0312966773723641;0,0334031845031963;0;0,0428880393621286;0,029947682658038;0;0;0;0;0;0,00554941084398149;0,0204348893431318;0;0;0;0
"swym";0;0,0454545454545455;0;0;0;0;0,05;0;0,0344827586206897;0;0,0227272727272727;0;0;0;0,00638977635782748;0;0;0;0;0
"syn";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0,0424527552062283;0;0;0;0;0
"syna";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0,0424527552062283;0;0;0;0;0
"synu";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0,0106131888015571;0;0;0;0;0
"szcz¹tków";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0651358449977914;0;0,0544578376211043;0
"sztywno";0,0851776434586503;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"szukaæ";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0,0527290173791645;0;0;0;0;0;0
"szybko";0;0;0;0,0300765449908374;0;0;0;0;0,0471890619683829;0;0,0311018817518887;0;0;0;0;0;0;0;0;0
"œmieræ";0;0;0;0;0;0;0,0830482023721841;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"œwiata";0;0;0;0;0;0;0;0;0,0471890619683829;0;0;0;0,118998504094183;0;0;0;0,0536659920424746;0;0;0
"œwiat³o";0;0;0;0,0365047043394216;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"takim";0;0;0;0,0365047043394216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"terapeuci";0;0;0;0;0;0,127766465187975;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"terapeutów";0;0;0;0;0;0,0638832325939877;0;0;0,171823866976933;0;0;0;0;0;0;0;0;0;0;0
"trochê";0;0;0;0,0300765449908374;0;0;0;0;0;0;0;0;0;0,0434438983200985;0;0;0;0,116466621028349;0;0
"trzech";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0,0106131888015571;0;0;0;0;0
"trzej";0;0;0;0;0;0;0;0;0;0,107158970802818;0;0;0;0,0527290173791645;0;0;0;0;0;0
"trzy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0321995952254848;0;0,0582333105141746;0,0448682884289542;0
"trzyma³";0,0851776434586503;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"tu¿";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"twarz";0;0,105542186131244;0;0;0,0209182711251114;0;0;0;0;0;0;0;0,100953395429885;0;0;0;0;0;0;0,0725602529652301
"twarzy";0;0,0754983657928946;0;0,0730094086788431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0212263776031141;0,0390815069986748;0;0;0;0
"twoja";0;0;0;0;0;0;0,0830482023721841;0;0;0;0;0;0;0;0,0212263776031141;0;0;0;0;0
"twoje";0;0;0;0;0;0;0,0830482023721841;0;0;0;0;0;0;0;0;0,0390815069986748;0;0;0;0
"twój";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0,0424527552062283;0;0;0;0;0
"twych";0;0;0;0;0;0;0,0830482023721841;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"tygodniu";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0;0,0390815069986748;0;0;0;0
"tyle";0;0;0;0;0;0;0;0;0,0471890619683829;0;0;0;0;0;0,0174885980457905;0;0,0536659920424746;0;0;0
"ty³";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"tysiêcy";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"uczynili";0;0;0;0;0;0,0638832325939877;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"uniós³";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"upomnij";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0,0106131888015571;0;0;0;0;0
"ustach";0;0;0;0,0365047043394216;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"uszu";0;0;0,0495810163416024;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"uwagê";0;0;0;0;0;0;0;0;0,0572746223256442;0;0;0;0;0,0527290173791645;0;0;0;0;0;0
"uwagi";0;0;0;0,0365047043394216;0;0;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0;0
"wam";0;0;0;0;0;0;0;0;0;0;0;0;0;0,105458034758329;0,0106131888015571;0;0;0;0;0
"wargi";0;0;0,0495810163416024;0,109514113018265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"was";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0527290173791645;0;0,0781630139973497;0;0;0;0
"wci¹¿";0;0;0;0,0255156933504106;0;0;0,116096404744368;0;0;0;0,0263855465328109;0;0;0;0;0;0;0;0,0380643949981535;0
"wed³ug";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0781630139973497;0;0,212037963503449;0;0
"wesz³a";0;0,0754983657928946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"wesz³o";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0,0106131888015571;0;0;0;0;0
"weŸ";0;0;0;0,0300765449908374;0;0;0;0;0;0;0;0;0;0,0434438983200985;0,0262328970686857;0;0;0;0;0
"widok";0;0;0;0;0,024657347695191;0;0;0;0;0;0;0;0;0;0;0;0;0,0582333105141746;0,0448682884289542;0
"widz¹c";0;0;0;0,0300765449908374;0,0493146953903821;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0448682884289542;0
"wiecznie";0;0;0,0495810163416024;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiedzia³a";0;0;0;0;0,0299272801341204;0;0,0830482023721841;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiele";0;0;0;0,021978021978022;0,036036036036036;0,0769230769230769;0;0,0246913580246914;0;0;0;0;0;0;0;0,0235294117647059;0;0;0;0
"wielk¹";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0781630139973497;0;0,0706793211678162;0;0
"wielki";0;0;0;0;0;0;0;0;0;0;0,0311018817518887;0;0;0;0,0174885980457905;0,0321995952254848;0;0;0;0
"wielkie";0;0,0527710930656219;0,0693112864145481;0;0;0;0;0;0;0;0;0;0;0;0,00741830062264333;0;0;0;0,0380643949981535;0
"wielkiego";0;0;0;0;0;0;0,0830482023721841;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"wielkim";0;0;0;0,0300765449908374;0,024657347695191;0;0;0;0;0;0;0;0;0;0;0,0643991904509695;0;0;0;0
"wielu";0;0;0;0;0;0;0;0,0859973368476801;0,120099729045898;0;0,0263855465328109;0;0;0;0,00741830062264333;0;0;0;0;0
"wiem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0,10381025296523
"wiêcej";0;0;0;0;0,018018018018018;0;0,05;0;0;0;0;0;0;0,0317460317460317;0,012779552715655;0;0;0;0,0327868852459016;0
"wiêkszoœæ";0;0;0;0;0;0,0638832325939877;0;0,0410114579615724;0;0;0;0;0;0;0;0;0;0;0;0
"wina";0,0851776434586503;0;0;0;0;0,0638832325939877;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"winy";0;0;0;0;0;0,0638832325939877;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"wkrótce";0;0;0;0;0;0;0;0;0;0,107158970802818;0,0377491828964473;0;0;0;0;0;0;0;0;0
"w³asne";0;0;0;0;0;0;0;0;0,0471890619683829;0;0,0311018817518887;0;0;0;0,00874429902289523;0;0;0;0;0
"w³aœciwie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0651358449977914;0;0,0544578376211043;0
"w³osów";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0;0;0;0,0706793211678162;0;0
"wobec";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0,0212263776031141;0;0;0;0;0
"woda";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051905126482615
"wody";0;0;0,0597014925373134;0;0;0;0;0;0;0,0645161290322581;0;0;0;0;0,0255591054313099;0;0;0,0425531914893617;0;0,0625
"wodzie";0,140357209957241;0;0,0817004654974987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0855301748176939
"wojny";0;0;0;0;0;0;0;0,0410114579615724;0;0;0;0;0;0;0;0,0390815069986748;0;0;0;0
"wojska";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0,0781630139973497;0;0;0;0
"wokó³";0;0;0;0;0,0299272801341204;0;0;0;0;0;0,0754983657928946;0;0;0;0;0;0;0;0;0
"wolna";0;0;0;0;0;0;0;0;0;0;0;0,132877123795494;0,144431656299451;0;0;0;0;0;0;0
"wp³ywem";0;0;0;0;0,024657347695191;0,105267907467931;0;0;0;0;0;0;0;0;0;0,0321995952254848;0;0;0;0
"wra¿enia";0;0;0,0495810163416024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"wróci³a";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0;0,0106131888015571;0;0;0;0;0
"wróci³em";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0544578376211043;0,051905126482615
"wschód";0;0;0;0;0;0;0;0;0;0,107158970802818;0,0377491828964473;0;0;0;0;0;0;0;0;0
"wszyscy";0;0;0,0298507462686567;0,021978021978022;0;0;0;0;0;0,0645161290322581;0,0227272727272727;0;0;0;0,00638977635782748;0;0;0;0;0
"wszystkich";0;0;0;0;0,0299272801341204;0;0;0;0;0;0;0;0;0,0527290173791645;0;0;0;0;0;0
"wszystkie";0,044537579337595;0;0;0;0,015648338686182;0;0;0;0;0;0;0;0;0;0,00554941084398149;0,0204348893431318;0,0681162978104395;0;0,0284748458060034;0
"wtedy";0;0;0;0,0255156933504106;0,104591355625557;0;0;0;0;0;0;0;0;0;0,0296732024905733;0,0546336022326438;0;0;0;0
"wydaje";0;0;0;0;0;0,0638832325939877;0;0;0;0;0;0;0;0;0;0;0,0651358449977914;0;0;0
"wyjaœniæ";0;0;0;0;0;0;0;0;0,0572746223256442;0;0;0;0;0;0;0;0;0;0,0544578376211043;0
"wys³a³";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106131888015571;0,0390815069986748;0;0;0;0
"wzrok";0,170355286917301;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0212263776031141;0;0;0;0;0
"zacz¹³";0;0;0;0;0,0493146953903821;0;0;0;0;0;0,0311018817518887;0;0;0;0;0,0321995952254848;0;0;0;0
"zaczêli";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0,0106131888015571;0;0;0;0;0
"zaczê³a";0;0;0;0;0,0739720430855731;0;0;0;0;0;0;0;0;0;0,00874429902289523;0;0;0;0;0,042765087408847
"zanim";0;0;0;0;0;0;0;0,0410114579615724;0;0;0,0377491828964473;0;0;0;0;0;0;0;0;0
"zapad³a";0;0;0;0;0;0;0;0;0;0,107158970802818;0,0377491828964473;0;0;0;0;0;0;0;0;0
"zapomniane";0;0;0,0495810163416024;0;0;0,0638832325939877;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zaraz";0;0;0;0;0;0;0;0;0;0;0,0377491828964473;0;0;0;0,0106131888015571;0;0;0;0;0
